Tag	dynamicColors	mergedColors
AKT1S1	cyan	cyan
IL2RA	magenta	magenta
FUBP1	green	cyan
SUGP2	blue	cyan
PRR7	midnightblue	midnightblue
POLR2D	brown	brown
CEBPG	green	cyan
ATP6V1FNB	grey	grey
APOL3	red	magenta
GTF3A	brown	brown
ABCB10	green	cyan
VSIG10L	grey	grey
IPCEF1	red	magenta
MRPL54	grey	grey
TRPM2	grey	grey
ZNF407	blue	cyan
ARFRP1	grey	grey
PPP1R15A	cyan	cyan
REPS2	grey	grey
TTC36	grey	grey
CHMP7	yellow	cyan
GPC3	turquoise	turquoise
EOGT	turquoise	turquoise
BCKDHB	blue	cyan
VEGFC	pink	turquoise
ITGA2	salmon	cyan
NES	purple	turquoise
EPB41L3	magenta	magenta
NDUFS3	brown	brown
EML1	turquoise	turquoise
AAK1	blue	cyan
ABCA7	yellow	cyan
DSG2	grey	grey
TMEM241	greenyellow	greenyellow
PEX16	grey	grey
YAP1	blue	cyan
ECHDC1	green	cyan
SGK1	grey	grey
THAP12	green	cyan
PABPN1	grey	grey
CDHR3	grey	grey
TMEM101	black	cyan
BNC2	turquoise	turquoise
METTL2B	yellow	cyan
SIRPB2	magenta	magenta
ALAS1	green	cyan
RPN2	greenyellow	greenyellow
SDHAF3	grey	grey
SEMA3D	turquoise	turquoise
SPG11	blue	cyan
ANK3	blue	cyan
UNC5B	pink	turquoise
FAF2	green	cyan
HIST1H2BO	brown	brown
FNDC3B	blue	cyan
SP140	red	magenta
NEU4	grey	grey
SSBP3	grey	grey
PYGO2	yellow	cyan
NAE1	brown	brown
NDE1	yellow	cyan
ALG10	green	cyan
GATA3	red	magenta
F12	grey	grey
PPP1R14B	brown	brown
EFHC2	turquoise	turquoise
HMGA1	brown	brown
PRND	turquoise	turquoise
FKBP15	yellow	cyan
ARHGAP1	yellow	cyan
ME3	grey	grey
CCL14	turquoise	turquoise
CHMP2B	green	cyan
KDM4B	yellow	cyan
PRKY	grey	grey
PDE7B	turquoise	turquoise
AP2M1	black	cyan
SLC25A44	black	cyan
CDKN2A	grey	grey
MRGBP	greenyellow	greenyellow
SPTBN5	grey	grey
SPATA5L1	brown	brown
SEMA3G	purple	turquoise
SPATA20	yellow	cyan
GNE	grey	grey
FAM199X	green	cyan
ZBED6CL	yellow	cyan
IDH3B	greenyellow	greenyellow
ABCC6	grey	grey
GTF2H3	green	cyan
SYT8	grey	grey
SAE1	cyan	cyan
MPDZ	turquoise	turquoise
CTSK	pink	turquoise
POLR3K	brown	brown
TMEM126A	green	cyan
PSD4	yellow	cyan
CCDC85B	grey	grey
CCDC107	turquoise	turquoise
PID1	turquoise	turquoise
RNPEP	brown	brown
KRT6B	grey	grey
PTMS	grey	grey
POPDC2	turquoise	turquoise
PRR15	grey	grey
ZUP1	green	cyan
WDR27	tan	tan
ABI2	blue	cyan
ONECUT2	grey	grey
IKZF3	red	magenta
TLR8	magenta	magenta
SNAPC4	brown	brown
CLEC10A	red	magenta
SMOX	greenyellow	greenyellow
ZNF502	grey	grey
DOC2B	purple	turquoise
TARSL2	blue	cyan
SEMA5A	purple	turquoise
SGO1	brown	brown
SELL	red	magenta
NUDT15	brown	brown
LATS2	pink	turquoise
FLYWCH1	yellow	cyan
SPATS2L	green	cyan
HACD1	turquoise	turquoise
TRIP12	blue	cyan
COL8A1	pink	turquoise
HOXC10	grey	grey
GSTO2	brown	brown
GPR157	yellow	cyan
CPZ	pink	turquoise
HIGD1B	turquoise	turquoise
IL6R	red	magenta
GTF3C6	brown	brown
TMEM255A	red	magenta
SUMO3	brown	brown
USP51	turquoise	turquoise
KRT17	grey	grey
SLC49A4	green	cyan
DOHH	black	cyan
BAG4	blue	cyan
BCAT2	brown	brown
LYG1	grey	grey
EEF1D	midnightblue	midnightblue
COX5A	turquoise	turquoise
ADAMTS6	pink	turquoise
ATP5F1E	grey	grey
CEP95	tan	tan
ACAA2	grey	grey
BAG6	black	cyan
CARD9	grey	grey
AFF1	blue	cyan
IL1RAP	green	cyan
UTP6	green	cyan
ATF3	grey	grey
BIRC5	brown	brown
CDK13	blue	cyan
AADAT	grey	grey
TNFRSF10D	grey	grey
NEK11	green	cyan
PARN	yellow	cyan
DUS1L	brown	brown
NPIPB4	tan	tan
ZDHHC14	grey	grey
PPP4R2	green	cyan
PSTPIP2	grey	grey
MYL12A	grey	grey
CXCL12	purple	turquoise
ARAP3	yellow	cyan
PSIP1	blue	cyan
TRAF3	yellow	cyan
UNC13B	yellow	cyan
TMEM35B	magenta	magenta
MYBBP1A	black	cyan
LINC00672	turquoise	turquoise
VMAC	turquoise	turquoise
CLC	magenta	magenta
BCL11B	red	magenta
FLRT2	turquoise	turquoise
THADA	yellow	cyan
ETV6	blue	cyan
EXOSC6	yellow	cyan
RNF13	green	cyan
TNS1	turquoise	turquoise
POLR1C	brown	brown
BCAT1	pink	turquoise
AKAP11	blue	cyan
SLC36A4	turquoise	turquoise
GFRA3	turquoise	turquoise
USH1C	grey	grey
MAN1A2	blue	cyan
RBP2	grey	grey
CD8B	red	magenta
LUC7L	tan	tan
KIF27	blue	cyan
