Tag	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
221	GO:0034330	cell junction organization	http://amigo.geneontology.org/amigo/term/GO:0034330	240	75	31.8186298669295	2.35710966542751	1.95621296938953e-13	9.60789189555905e-12	25;60;87;94;183;287;347;395;667;857;1000;1003;1004;1009;1012;1613;1845;2042;2149;2316;2318;2335;2697;2702;3611;3678;3791;3915;4092;4323;4649;4653;5566;5962;6422;6615;6624;6722;7010;7040;7042;7043;7046;7057;7070;7094;7122;7145;7414;8506;8829;9253;9647;10052;10266;10395;10580;10979;10982;11170;11228;23114;23396;23499;23705;26585;55679;56940;57502;57555;57863;84552;90102;143098;221935	NLGN2;EPHA3;CDH6;CDH11;NFASC;MYOC;SRF;NRP1;LAMC1;ARHGAP6;DAPK3;TGFBR1;NLGN4X;CADM1;CDH5;PHLDB2;DST;MMP14;CLDN5;DUSP22;MPP7;MAPRE2;ACTN1;FN1;MACF1;PRKACA;LIMS2;ABL1;NUMBL;TLN1;FLNC;TGFB1;SNAI1;ACVRL1;ILK;MYO9A;KDR;RDX;SMAD7;F2R;DUSP3;DLC1;THBS1;THY1;PIP5K1C;FAM107A;PARD6G;GREM1;GJA5;TGFB2;AGT;CNTNAP1;CDH13;ANK2;FSCN1;ITGA5;CAV1;CADM3;VCL;GJC1;TGFB3;CDH2;FERMT2;SDK1;TEK;TNS1;APOD;RAMP2;SORBS1;FLNA;SFRP1;RASSF8;GJA1;PPM1F;ACTB	geneontology_Biological_Process
222	GO:0061138	morphogenesis of a branching epithelium	http://amigo.geneontology.org/amigo/term/GO:0061138	158	57	20.9472646623953	2.72111900616442	2.07389660999979e-13	1.01030800708283e-11	25;90;183;367;1282;1909;2022;2247;2252;2255;2260;2719;2736;2737;3082;3202;3371;3611;4323;4776;4855;5087;5228;5310;5311;5727;6356;6422;6423;6608;6692;6722;6943;7040;7048;7472;7474;7482;8829;9021;9241;9353;9723;10252;10371;10512;10736;23129;25932;26585;51176;54567;54922;57216;59277;64399;79633	GLI3;FGF10;PBX1;SEMA3A;NFATC4;CCL11;SRF;NRP1;PGF;SFRP2;TCF21;WNT2B;PLXND1;PTCH1;GLI2;CLIC4;MMP14;FGF2;RASIP1;WNT2;NTN4;SEMA3E;ABL1;TGFB1;FGF7;COL4A1;ILK;SOCS3;HGF;FAT4;SIX2;TNC;SMO;GREM1;HHIP;SLIT2;SEMA3C;FGFR1;AGT;SPRY1;TGFBR2;NOTCH4;PKD2;AR;ENG;PKD1;HOXA5;ACVR1;EDNRA;DLL4;WNT5A;VANGL2;LEF1;GPC3;NOG;SFRP1;SPINT1	geneontology_Biological_Process
223	GO:0010648	negative regulation of cell communication	http://amigo.geneontology.org/amigo/term/GO:0010648	1034	217	137.085263676688	1.58295643295248	2.09832151654155e-13	1.01396310702556e-11	25;90;134;154;183;187;308;347;367;408;493;552;558;590;599;604;624;845;857;858;860;1000;1191;1408;1601;1634;1759;1827;1843;1845;1893;1902;2042;2043;2045;2192;2200;2255;2260;2321;2324;2621;2624;2719;2735;2737;2771;2817;2946;3082;3090;3356;3357;3479;3486;3487;3488;3489;3569;3624;3667;3670;3672;3708;3791;3815;4035;4052;4092;4163;4321;4323;4593;4653;4776;4846;4854;4915;4919;4920;4921;5054;5138;5139;5144;5156;5159;5167;5187;5270;5311;5563;5566;5567;5621;5654;5727;5739;5802;5979;5997;5999;6004;6091;6095;6387;6422;6423;6586;6609;6615;6622;6722;6865;6943;7010;7040;7041;7042;7043;7046;7048;7049;7057;7070;7075;7077;7078;7089;7091;7291;7345;7474;7857;8321;8382;8490;8643;8646;8682;8692;8786;8787;8829;8835;9021;9241;9353;9423;9454;9479;9737;9863;10252;10272;10395;10846;11117;11221;22821;22881;23017;23089;23208;23462;23493;23612;25937;25953;25959;26508;26524;26585;27086;27122;27123;27253;51162;54413;54567;54741;54922;55841;55885;56917;56937;56940;57045;57502;57556;63923;64321;64359;64388;64399;64784;65018;65997;78986;79899;80014;80149;84445;84662;85358;91851;93649;94121;114990;126282;126374;142679;144165;219699;220441;246330;374654	FOXP1;MUSK;GLI3;EPHA3;HEY2;NLGN3;PRKACB;FGF10;ECM1;MEIS3;LRP1;DDR2;EPHA7;MYOC;BCL2L2;ITPR1;ATP2B4;ANKRD6;MAPK8IP1;LPAR1;NFATC4;SRF;NRP1;HOMER3;UCHL1;WWC3;TGFB1I1;GLIS2;PTCH2;FAIM2;LTBP1;AXL;TGFBR1;PMEPA1;NLGN4X;FBN1;SFRP2;TIMP2;GSTM2;TCF21;IGF1;BCHE;PELI3;PRR5L;PHLDA3;PTCH1;PDE3A;RUNX2;ADORA1;SYT11;EPHA4;MMP14;GPC1;IGFBP3;SCG2;RASIP1;LMO3;ADRB2;DNM1;DUSP22;EGFL7;FLT4;ISL1;NME5;HIC1;NTN1;RASL11B;KIT;AVPR1A;PRKACA;NOS3;ABL1;HTRA1;PER1;PNKD;TACR2;TGFB1;RGS16;SNAI1;DKK3;ARRB1;NXN;NOTCH3;BDKRB2;RORA;DUSP26;SEMA6A;DUSP1;PDGFRA;KANK2;RCAN1;EMILIN1;KIF7;KDR;SMAD7;PDGFRB;PEG10;MCC;SOCS3;WWC2;CHRD;GREM2;CRTC3;LEPROT;HGF;FSTL3;FBLN1;DUSP3;PCDH17;DLC1;SERPINE1;CASQ2;DAB2;CHRDL1;PDE4D;TWSG1;THBS1;TIMP3;THY1;GPRASP1;GAS6;GLI1;LZTS2;PDE10A;GREM1;WWTR1;HHIP;MYOCD;SLIT2;FLT1;HEYL;FGFR1;IGFBP5;RGS11;WTIP;SNCA;MAGI2;TGFB2;AGT;FZD1;RGS4;PRICKLE1;HYAL2;ROR1;SPRY1;NTRK2;TGFBR2;PINK1;HTR2A;INHBA;PRKAA2;IRS1;SOX17;CAV2;RGS5;PKD2;AR;RET;DCN;APLNR;RGS2;ZC3H12A;CAV1;DKK2;BCL6;ACVR1;TGFB3;TLE2;TNFAIP8L1;TGFBR3;SOCS2;DLL4;WNT5A;CDH2;SHANK3;PTPRS;PDE2A;RGS9;GNAI2;ANXA5;ITGA1;TEK;SMPD1;GPC3;UNC5B;LATS2;CXCL12;APOD;SYTL4;PEA15;GATA2;PTGIR;ENPP1;CRY2;NOG;IGFBP6;RASA3;CLU;TWIST1;SLIT3;SFRP1;HTR2B;HEY1;TLE4;MMP12;RNF152;ROR2;SERPINE2;DUSP10;ROBO1;IL6;IGFBP4;TIE1;VASN;TNN;PRNP;DUSP19	geneontology_Biological_Process
224	GO:0023057	negative regulation of signaling	http://amigo.geneontology.org/amigo/term/GO:0023057	1038	217	137.61557417447	1.57685640816268	3.18411963462495e-13	1.52633958805382e-11	25;90;134;154;183;187;308;347;367;408;493;552;558;590;599;604;624;845;857;858;860;1000;1191;1408;1601;1634;1759;1827;1843;1845;1893;1902;2042;2043;2045;2192;2200;2255;2260;2321;2324;2621;2624;2719;2735;2737;2771;2817;2946;3082;3090;3356;3357;3479;3486;3487;3488;3489;3569;3624;3667;3670;3672;3708;3791;3815;4035;4052;4092;4163;4321;4323;4593;4653;4776;4846;4854;4915;4919;4920;4921;5054;5138;5139;5144;5156;5159;5167;5187;5270;5311;5563;5566;5567;5621;5654;5727;5739;5802;5979;5997;5999;6004;6091;6095;6387;6422;6423;6586;6609;6615;6622;6722;6865;6943;7010;7040;7041;7042;7043;7046;7048;7049;7057;7070;7075;7077;7078;7089;7091;7291;7345;7474;7857;8321;8382;8490;8643;8646;8682;8692;8786;8787;8829;8835;9021;9241;9353;9423;9454;9479;9737;9863;10252;10272;10395;10846;11117;11221;22821;22881;23017;23089;23208;23462;23493;23612;25937;25953;25959;26508;26524;26585;27086;27122;27123;27253;51162;54413;54567;54741;54922;55841;55885;56917;56937;56940;57045;57502;57556;63923;64321;64359;64388;64399;64784;65018;65997;78986;79899;80014;80149;84445;84662;85358;91851;93649;94121;114990;126282;126374;142679;144165;219699;220441;246330;374654	FOXP1;MUSK;GLI3;EPHA3;HEY2;NLGN3;PRKACB;FGF10;ECM1;MEIS3;LRP1;DDR2;EPHA7;MYOC;BCL2L2;ITPR1;ATP2B4;ANKRD6;MAPK8IP1;LPAR1;NFATC4;SRF;NRP1;HOMER3;UCHL1;WWC3;TGFB1I1;GLIS2;PTCH2;FAIM2;LTBP1;AXL;TGFBR1;PMEPA1;NLGN4X;FBN1;SFRP2;TIMP2;GSTM2;TCF21;IGF1;BCHE;PELI3;PRR5L;PHLDA3;PTCH1;PDE3A;RUNX2;ADORA1;SYT11;EPHA4;MMP14;GPC1;IGFBP3;SCG2;RASIP1;LMO3;ADRB2;DNM1;DUSP22;EGFL7;FLT4;ISL1;NME5;HIC1;NTN1;RASL11B;KIT;AVPR1A;PRKACA;NOS3;ABL1;HTRA1;PER1;PNKD;TACR2;TGFB1;RGS16;SNAI1;DKK3;ARRB1;NXN;NOTCH3;BDKRB2;RORA;DUSP26;SEMA6A;DUSP1;PDGFRA;KANK2;RCAN1;EMILIN1;KIF7;KDR;SMAD7;PDGFRB;PEG10;MCC;SOCS3;WWC2;CHRD;GREM2;CRTC3;LEPROT;HGF;FSTL3;FBLN1;DUSP3;PCDH17;DLC1;SERPINE1;CASQ2;DAB2;CHRDL1;PDE4D;TWSG1;THBS1;TIMP3;THY1;GPRASP1;GAS6;GLI1;LZTS2;PDE10A;GREM1;WWTR1;HHIP;MYOCD;SLIT2;FLT1;HEYL;FGFR1;IGFBP5;RGS11;WTIP;SNCA;MAGI2;TGFB2;AGT;FZD1;RGS4;PRICKLE1;HYAL2;ROR1;SPRY1;NTRK2;TGFBR2;PINK1;HTR2A;INHBA;PRKAA2;IRS1;SOX17;CAV2;RGS5;PKD2;AR;RET;DCN;APLNR;RGS2;ZC3H12A;CAV1;DKK2;BCL6;ACVR1;TGFB3;TLE2;TNFAIP8L1;TGFBR3;SOCS2;DLL4;WNT5A;CDH2;SHANK3;PTPRS;PDE2A;RGS9;GNAI2;ANXA5;ITGA1;TEK;SMPD1;GPC3;UNC5B;LATS2;CXCL12;APOD;SYTL4;PEA15;GATA2;PTGIR;ENPP1;CRY2;NOG;IGFBP6;RASA3;CLU;TWIST1;SLIT3;SFRP1;HTR2B;HEY1;TLE4;MMP12;RNF152;ROR2;SERPINE2;DUSP10;ROBO1;IL6;IGFBP4;TIE1;VASN;TNN;PRNP;DUSP19	geneontology_Biological_Process
225	GO:0010975	regulation of neuron projection development	http://amigo.geneontology.org/amigo/term/GO:0010975	383	103	50.7772301626417	2.02846826560028	3.28181926079196e-13	1.56068738179884e-11	25;116;183;322;1000;1123;1136;1268;1272;1400;1627;1742;1808;1809;1902;1949;2042;2043;2045;2242;2260;2335;3082;3611;3897;3956;4035;4131;4133;4135;4139;4208;4776;4803;4804;4830;4915;5176;5365;5376;5396;5526;5587;5764;5789;5802;5979;5997;6091;6324;6383;6387;6422;6423;6616;6695;6722;7025;7070;7225;7431;7436;7474;8153;8321;8322;8482;8536;8578;8829;9037;9353;9423;9706;9723;9839;9863;10371;10439;10512;11075;23129;23363;23413;23499;26052;29116;54413;54910;55704;56963;57118;57142;57520;57556;64764;80031;80823;81618;84446;85358;91584;221935	EPHA3;NLGN3;NR2F1;DPYSL3;LRP1;EPHA7;SERPINF1;SEMA3A;LPAR1;NFATC4;SRF;NRP1;CAMK1D;PLXNA4;PRKD1;SNAP25;SFRP2;OBSL1;APBB1;BHLHB9;EFNB3;L1CAM;PLXND1;SDC2;SCARF1;EPHA4;MAP6;DLG4;ZEB2;STMN2;PTN;SEMA4C;FN1;FES;NTN1;MAP2;NME1;SEMA3E;CAMK1;SEMA6D;HECW2;MACF1;NGF;ABL1;VIM;SCN1B;SPOCK1;CCDC88A;SEMA6A;MAP1B;ILK;CHRNA3;CRMP1;PLXNB3;RND2;CNR1;PTPRD;HGF;PRRX1;THY1;DBN1;CREB3L2;LGALS1;SLIT2;TRPC6;SEMA3C;FGFR1;DPYSL2;MAGI2;DNM3;PPP2R5B;CHN1;AGT;FZD1;ITM2C;NTRK2;NGFR;PMP22;RET;SEMA7A;CNTN1;RGS2;VLDLR;FZD4;RTN4;BRSK1;OLFM1;ULK2;MEF2C;RGMA;WNT5A;CDH2;SHANK3;PTPRS;SDK1;SEMA5A;CXCL12;MARK1;MYLIP;SFRP1;ADCYAP1;ROBO1;NCS1	geneontology_Biological_Process
226	GO:0120036	plasma membrane bounded cell projection organization	http://amigo.geneontology.org/amigo/term/GO:0120036	1095	226	145.172498767866	1.55676868496546	3.78141962187328e-13	1.78411546254053e-11	25;116;183;322;347;658;706;857;1000;1009;1012;1123;1136;1268;1272;1400;1627;1742;1808;1809;1901;1902;1945;1949;1959;2014;2042;2043;2045;2115;2242;2245;2260;2316;2335;2549;2596;2674;2736;2737;2775;2817;2934;3082;3199;3371;3569;3611;3670;3672;3725;3797;3815;3897;3908;3912;3913;3956;4035;4130;4131;4133;4135;4139;4147;4204;4205;4208;4628;4638;4653;4684;4685;4692;4776;4781;4803;4804;4830;4852;4885;4902;4915;5176;5217;5365;5376;5396;5526;5566;5577;5587;5592;5621;5662;5727;5764;5789;5797;5802;5962;5979;5990;5997;6091;6324;6383;6387;6422;6423;6586;6608;6616;6624;6695;6722;7025;7043;7046;7070;7168;7225;7345;7414;7431;7436;7474;7832;7846;7873;8013;8153;8321;8322;8382;8482;8506;8522;8536;8578;8609;8633;8828;8829;8936;9037;9241;9253;9260;9353;9369;9423;9637;9638;9706;9723;9759;9788;9839;9863;10129;10371;10439;10512;10570;10602;10630;10810;11075;22873;22885;23022;23114;23129;23216;23363;23413;23433;23467;23499;25937;26052;29116;29967;30845;50649;51062;51177;54413;54538;54910;55704;55740;55742;55816;56963;57111;57118;57142;57216;57520;57556;59277;63923;64764;64843;79633;79659;79734;80031;80243;80303;80823;81618;83700;84446;84628;85358;91584;91624;91653;128434;146057;152330;219699;221935	PFN2;GLI3;EPHA3;NLGN3;NR2F1;DPYSL3;CDH11;NFASC;LRP1;EPHA7;PTPRM;MYOC;GNAO1;SERPINF1;SEMA3A;LPAR1;NDN;NFATC4;SRF;NRP1;UCHL1;CAMK1D;PLXNA4;GFRA1;NTNG2;ATL1;TPM1;PRKD1;NEXN;SNAP25;TGFBR1;PRKAR2B;SFRP2;OBSL1;NPTXR;RFX2;APBB1;BHLHB9;LAMB2;HDAC4;EFNB3;EMP3;L1CAM;PLXND1;MATN2;PTCH1;GLI2;NFIB;SDC2;SCARF1;EPHA4;RAB25;MAP6;KIF3C;VSTM2L;EGR2;FEZ1;GPC1;DLG4;TTBK2;ZEB2;ARHGEF4;STMN2;S1PR1;PTN;ISL1;SEMA4C;FN1;TUBA1A;NME5;FES;NTN1;RHOQ;ABLIM3;MAP2;NPY;NTN4;NME1;KIT;SEMA3E;MANF;CAMK1;SEMA6D;HECW2;MACF1;PRKACA;NGF;ABL1;VIM;NUMBL;SCN1B;SPOCK1;CCDC88A;SEMA6A;MAP1B;ETV1;ILK;MTSS1;CHRNA3;CRMP1;PLXNB3;RND2;RDX;PSD;CNR1;PTPRD;MYLK;MYH10;HGF;ROBO4;PREX2;GAP43;GSN;PRRX1;FAT4;NR4A3;LAMA2;TNC;THY1;SMO;NPTX2;JUN;FGD1;DBN1;KLF7;CREB3L2;TBC1D1;LGALS1;WWTR1;SLIT2;TRPC6;NRP2;CDC42EP3;SEMA3C;EFHD1;FGFR1;DPYSL2;WASF3;ISL2;UNC5C;MAGI2;DNM3;PPP2R5B;CHN1;AGT;KCTD17;FZD1;CNTNAP1;GAB1;CDH13;ITM2C;NTRK2;MECP2;EHD3;NGFR;DPYSL4;PRKG1;PMP22;FSCN1;RET;LAMB1;DYNC2H1;DOK5;SEMA7A;CNTN1;FEZ2;RGS2;VLDLR;PARVA;CAV1;FZD4;PALLD;PLEKHO1;RTN4;VCL;GAS7;TGFB3;BRSK1;OLFM1;NCAM1;ULK2;NRTN;FRY;MEF2C;LRP12;RGMA;MEF2A;WNT5A;VANGL2;NCAM2;CDH2;SHANK3;PTPRS;JAM3;BMPR1B;SDK1;ITGA1;BOC;UNC5B;SEMA5A;CXCL12;APOD;NRXN3;EFNA4;PDLIM7;MAP1A;CNTN4;HOXA2;WASF1;NOG;FLNA;TSPO;MARK1;MYLIP;DZIP1;SLIT3;SFRP1;ADCYAP1;PDPN;BTG2;ROBO1;IL6;NCS1;ENAH;TNN;PRNP	geneontology_Biological_Process
227	GO:0048667	cell morphogenesis involved in neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0048667	464	118	61.5160177427304	1.91819958979618	3.9190872769268e-13	1.83462273151136e-11	25;322;658;1000;1009;1123;1136;1400;1627;1742;1808;1945;1949;1959;2043;2045;2115;2335;2549;2596;2674;2736;2737;2817;3199;3611;3670;3897;3908;3913;4130;4131;4133;4135;4147;4205;4208;4628;4684;4692;4776;4781;4803;4804;4902;4915;5365;5727;5789;5797;5802;5979;6091;6324;6383;6387;6586;6608;6722;7070;7225;7345;7414;7436;7474;8013;8153;8482;8609;8633;8828;8829;9037;9241;9253;9260;9353;9369;9423;9637;9638;9706;9723;9839;10371;10439;10512;23022;23114;23129;23363;23499;26052;51062;54413;54538;54910;55740;55816;57142;57216;57520;57556;59277;63923;64843;80031;80243;80823;84446;84628;85358;91584;91624;91653;128434;152330;219699	GLI3;NLGN3;CDH11;NFASC;EPHA7;PTPRM;SEMA3A;NDN;NFATC4;SRF;NRP1;UCHL1;PLXNA4;GFRA1;NTNG2;ATL1;NEXN;OBSL1;APBB1;BHLHB9;LAMB2;EFNB3;L1CAM;PLXND1;MATN2;PTCH1;GLI2;NFIB;SDC2;EPHA4;MAP6;VSTM2L;EGR2;FEZ1;GPC1;DLG4;ZEB2;ISL1;SEMA4C;FN1;NTN1;MAP2;NTN4;SEMA3E;SEMA6D;HECW2;MACF1;NGF;ABL1;NUMBL;SCN1B;SEMA6A;MAP1B;ETV1;ILK;CHRNA3;CRMP1;PLXNB3;RND2;PTPRD;MYH10;ROBO4;PREX2;GAP43;NR4A3;LAMA2;THY1;SMO;DBN1;KLF7;SLIT2;TRPC6;NRP2;SEMA3C;DPYSL2;ISL2;UNC5C;DNM3;CHN1;GAB1;NTRK2;NGFR;RET;DOK5;SEMA7A;FEZ2;VLDLR;PALLD;RTN4;VCL;BRSK1;OLFM1;NCAM1;ULK2;NRTN;MEF2C;MEF2A;WNT5A;VANGL2;CDH2;SHANK3;PTPRS;BMPR1B;BOC;UNC5B;SEMA5A;CXCL12;NRXN3;EFNA4;PDLIM7;MAP1A;CNTN4;HOXA2;NOG;SLIT3;ROBO1;ENAH;TNN	geneontology_Biological_Process
228	GO:0010632	regulation of epithelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0010632	183	62	24.2617052735338	2.55546752798261	4.74953409934642e-13	2.20614018009952e-11	25;94;183;284;285;388;1634;2247;2252;2255;2260;2324;2624;2822;3690;3725;3791;4163;4204;4208;4215;4223;4846;5155;5176;5217;5547;5587;5797;6678;6915;6997;7010;7026;7040;7042;7048;7057;7424;7474;8828;8829;9037;9353;9647;10000;10014;10371;10982;11221;23328;23499;27086;27286;51157;54567;57111;57142;57381;80149;90627;154810	PFN2;FOXP1;FGF10;PTPRM;SERPINF1;SEMA3A;NRP1;PRKD1;ANGPT2;ANGPT1;MAP3K3;RAB25;FGF2;MAPRE2;FLT4;AKT3;RHOJ;SRPX2;MACF1;MEOX2;NOS3;ABL1;TGFB1;GPLD1;NR2F2;SPARC;FGF7;ACVRL1;KDR;TDGF1;MCC;HDAC5;PDGFB;PRCP;THBS1;JUN;SASH1;STARD13;SLIT2;NRP2;FGFR1;TGFB2;AGT;TGFBR2;MECP2;DCN;ZC3H12A;AMOTL1;RTN4;MEF2C;RHOB;DLL4;WNT5A;TEK;VEGFC;SEMA5A;GATA2;TBXA2R;ZNF580;PPM1F;DUSP10;ITGB3	geneontology_Biological_Process
229	GO:0003206	cardiac chamber morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003206	107	44	14.1858058156727	3.10169197095508	6.34825525480665e-13	2.92605734513857e-11	90;657;1301;1363;2022;2535;2702;3670;4092;4208;4846;5915;6091;6262;6423;6586;6604;6608;6722;7010;7040;7042;7046;7048;7049;7168;7472;7474;8321;8828;8829;9241;9353;9464;9510;10370;10512;23414;23462;23493;26508;54567;55742;57216	HEY2;RARB;SRF;NRP1;TPM1;TGFBR1;SFRP2;ISL1;WNT2;NOS3;ZFPM2;TGFB1;COL11A1;SMARCD3;SMAD7;ADAMTS1;SMO;CPE;SLIT2;NRP2;GJA5;HEYL;SEMA3C;RYR2;TGFB2;FZD1;TGFBR2;FZD2;ENG;PARVA;ACVR1;MEF2C;TGFBR3;DLL4;WNT5A;VANGL2;BMPR1A;TEK;HAND2;NOG;SLIT3;HEY1;ROBO1;CITED2	geneontology_Biological_Process
230	GO:0009719	response to endogenous stimulus	http://amigo.geneontology.org/amigo/term/GO:0009719	1321	261	175.135041892558	1.49027857120746	7.35189686906779e-13	3.36279130072169e-11	19;25;60;90;94;111;115;116;154;183;185;249;308;358;367;463;477;493;552;554;590;654;657;658;677;687;706;845;857;858;860;948;975;1003;1012;1028;1036;1051;1136;1277;1278;1281;1282;1284;1290;1291;1311;1408;1410;1601;1843;1845;1910;1959;1978;2022;2043;2170;2200;2247;2252;2255;2260;2331;2354;2549;2690;2719;2770;2771;2817;2822;2908;2946;3036;3269;3371;3479;3481;3488;3490;3569;3611;3624;3667;3670;3693;3725;3815;3953;4005;4015;4023;4035;4052;4053;4062;4092;4093;4208;4306;4313;4323;4327;4478;4803;4804;4830;4846;4915;4920;5021;5028;5066;5069;5138;5139;5144;5156;5159;5166;5167;5176;5187;5228;5311;5350;5547;5563;5566;5567;5577;5621;5654;5727;5732;5737;5764;5915;5962;6095;6262;6387;6422;6423;6517;6546;6586;6622;6638;6660;6678;6692;6722;6777;6844;6915;6935;6943;6997;7010;7025;7026;7040;7041;7042;7043;7046;7048;7049;7057;7068;7071;7076;7077;7078;7079;7122;7123;7275;7292;7431;7472;7474;7791;7832;8013;8321;8425;8516;8614;8646;8692;8787;8835;8912;8936;9021;9241;9353;9365;9759;9852;9863;9915;10014;10252;10266;10267;10268;10272;10325;10365;10370;10411;10580;10628;10670;10979;11031;11075;11117;11167;11170;23089;23090;23433;23621;23641;25878;25959;26508;26524;26585;27086;27122;50507;51176;54567;54741;55885;56034;56937;56940;56963;57045;57658;58528;64388;64399;65997;79633;80310;80318;90226;91851;93649;93986;114907;114990;196883	FOXP1;PRKACB;ABCA1;NR2F1;FGF10;CDO1;ZFHX3;LRP1;RRAGD;SNRPN;ATP2B4;GNAI1;RARB;SERPINF1;UCN2;ATP1A2;ZYX;SRF;HRH1;CACNA1H;ADCY4;SLC2A4;FABP3;TGFB1I1;LTBP1;STC2;TNFSF4;GKAP1;FMOD;FBXO32;TGFBR1;PMEPA1;MMP2;PRKAR2B;PGF;FBN1;SFRP2;CDH5;TIMP2;GSTM2;TCF21;IGF1;HDAC4;BCHE;PTCH1;PDE3A;RUNX2;LPL;EPHA4;AQP1;MMP14;CD81;EGR2;CDKN1C;GPC1;FGF2;ADCY5;CLDN5;SOX5;LMO3;ADRB2;EDNRB;STMN2;DUSP22;ARNT2;PTN;ISL1;WNT2;VAMP2;IGF2;RHOQ;NME1;RASL11B;KIT;AVPR1A;PTGER2;PRKACA;EIF4EBP1;CRYAB;NGF;NOS3;ABL1;VIM;HTRA1;PER1;KLF2;COL6A1;BACE1;TGFB1;GPLD1;NR2F2;FSTL1;DKK3;COL5A2;EPM2AIP1;COL3A1;RORA;SPARC;IGFBP7;LY6H;FGF7;DUSP1;ALPL;PDGFRA;COL4A1;ACVRL1;ILK;KANK2;CHRNA3;EMILIN1;CD36;TDGF1;RDX;RAMP1;NR3C1;SMAD7;PDGFRB;PEG10;MXRA5;ZEB1;SOCS3;PDGFD;CHRD;MSN;GREM2;HDAC5;ZFP36L1;LEPROT;COMP;FSTL3;DUSP3;STAT5B;AVPR2;CASQ2;DAB2;CHRDL1;FAT4;PDE4D;PRCP;TWSG1;LEPR;THBS1;TIMP3;NR4A3;TNC;PTGFR;SLC8A1;TUB;FAM107A;JUN;RAPGEF3;GREM1;HHIP;MMP19;MYOCD;SLIT2;HEYL;FGFR1;RYR2;PDK4;IGFBP5;SNCA;MAGI2;TGFB2;LDOC1;AGT;CLEC3B;FZD1;COL1A2;HYAL2;PDGFC;SPRY1;GAB1;TIMP4;LTBP2;CDH13;KLF9;NTRK2;TGFBR2;NR3C2;INHBA;NGFR;PRKAA2;IRS1;P2RY1;FOSB;KL;RAMP3;CAV2;CALCOCO1;THRB;AGTR1;PKD2;AR;ENG;ZNF423;LOX;ITGB5;CEBPB;CAV1;ACVR1;TGFB3;LTBP4;PAPPA;MEF2C;ITGA8;RGMA;TGFBR3;TXNIP;SOCS2;DLL4;WNT5A;RRAGB;BMPR1A;PDE2A;FERMT2;COL1A1;RGS9;BMPR1B;GNAI2;RAB31;ANXA5;LEF1;BMP6;TEK;GPC3;LATS2;CXCL12;PLN;GHR;RRAGA;COL4A2;RAMP2;ENPP1;PAM;CRY2;SORBS1;WASF1;FOXP2;NOG;LMO2;TBXA2R;TSPO;SLIT3;SFRP1;KLF10;ADCYAP1;BTG2;ROR2;OXTR;SMAD9;HAS1;IL6;ACTB;CITED2;ADCY9;VASN;SPINT1;NOX4;PRNP;TIMP1	geneontology_Biological_Process
231	GO:0001938	positive regulation of endothelial cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0001938	81	37	10.7387875800887	3.44545412822984	9.33919608314682e-13	4.23942900986483e-11	94;185;187;654;858;1012;1893;2247;2260;2324;2624;3357;3690;3725;3791;5155;5228;5365;5587;6356;6387;7010;7046;7060;7423;7424;7432;7472;7474;7857;8291;8828;8829;9037;10000;51157;51162	ECM1;CCL11;NRP1;PRKD1;TGFBR1;PGF;VIP;DYSF;FGF2;SCG2;EGFL7;FLT4;AKT3;THBS4;WNT2;VEGFB;ACVRL1;PLXNB3;KDR;PDGFB;JUN;NRP2;FGFR1;CDH13;CAV2;AGTR1;APLNR;WNT5A;BMP6;TEK;VEGFC;SEMA5A;CXCL12;GATA2;HTR2B;ZNF580;ITGB3	geneontology_Biological_Process
232	GO:1904018	positive regulation of vasculature development	http://amigo.geneontology.org/amigo/term/GO:1904018	150	54	19.8866436668309	2.71539033457249	9.9076302717549e-13	4.463648164538e-11	25;94;185;187;285;358;388;947;1003;1545;1893;2022;2247;2321;2549;2624;3082;3670;3678;3791;3815;4215;4846;5054;5155;5228;5587;6237;6356;6423;6915;7010;7048;7057;7291;7423;7424;7474;8038;8829;8877;9037;10000;10266;10411;23328;26585;27286;28514;57381;80149;80310;93649;126393	ECM1;CCL11;NRP1;PRKD1;PGF;SFRP2;CDH5;ANGPT2;AQP1;MAP3K3;ADAM12;FGF2;AKT3;ISL1;RHOJ;SRPX2;KIT;HSPB6;NOS3;ABL1;VEGFB;CD34;ACVRL1;KDR;PDGFD;HGF;SERPINE1;PDGFB;DLL1;THBS1;CYP1B1;RAPGEF3;SASH1;GREM1;MYOCD;FLT1;GAB1;TGFBR2;AGTR1;RRAS;ENG;ITGA5;APLNR;ZC3H12A;SPHK1;RHOB;WNT5A;TEK;VEGFC;SEMA5A;GATA2;RAMP2;TBXA2R;TWIST1	geneontology_Biological_Process
