Tag	logFC	AveExpr	t	P.Value	adj.P.Val	B
COA4	0.77	5.564	7.671	0	0	20.141
MIEF1	0.829	4.106	7.67	0	0	20.14
AKR1C1	-1.929	2.618	-7.67	0	0	20.138
CADM2	-0.774	0.377	-7.67	0	0	20.138
SYNJ2	0.891	3.834	7.67	0	0	20.136
PRR5L	1.207	2.359	7.67	0	0	20.134
MRPS35	1.089	6.588	7.669	0	0	20.131
METTL7B	2.01	5.057	7.669	0	0	20.13
MAL2	1.828	7.705	7.666	0	0	20.111
ZNF816	1.062	2.945	7.666	0	0	20.109
GDPD5	1.444	2.44	7.666	0	0	20.108
FAT1	1.455	5.542	7.666	0	0	20.108
ZNF707	0.802	2.381	7.664	0	0	20.096
MED4	0.688	5.284	7.664	0	0	20.095
MMACHC	0.753	2.871	7.664	0	0	20.095
ZDHHC13	0.923	3.347	7.663	0	0	20.09
POLR2K	0.788	6.554	7.66	0	0	20.072
UBIAD1	0.742	3.906	7.658	0	0	20.06
VASH1	1.113	3.164	7.658	0	0	20.058
GPR160	1.642	4.798	7.658	0	0	20.057
QTRT1	0.818	4.319	7.657	0	0	20.051
HAUS3	0.71	2.547	7.657	0	0	20.049
GNPAT	0.762	5.687	7.656	0	0	20.047
HOXC10	2.945	2.864	7.656	0	0	20.043
PROSER3	0.898	3.292	7.656	0	0	20.042
ZNF696	0.908	2.67	7.656	0	0	20.042
NEMP2	0.758	2.122	7.655	0	0	20.041
COPG1	0.938	7.153	7.651	0	0	20.014
IMPAD1	0.848	5.595	7.651	0	0	20.012
LRP6	1.004	3.702	7.651	0	0	20.009
WDR18	0.911	5.412	7.65	0	0	20.003
APAF1	1.013	3.359	7.646	0	0	19.981
ZNF888	1.276	2.689	7.645	0	0	19.972
SMN1	0.689	1.754	7.644	0	0	19.967
STK35	0.986	4.612	7.644	0	0	19.965
RASAL2	1.048	3.217	7.643	0	0	19.961
MRPL9	0.774	5.607	7.643	0	0	19.959
CARS2	0.676	3.548	7.643	0	0	19.956
SPATA2	0.97	4.506	7.642	0	0	19.952
EIF1AX	0.896	5.686	7.642	0	0	19.95
HAUS5	0.964	3.19	7.642	0	0	19.949
MDN1	0.988	3.28	7.641	0	0	19.945
CLTC	0.952	6.705	7.639	0	0	19.931
ZNF224	0.774	1.938	7.639	0	0	19.93
BAIAP2L2	1.843	5.82	7.637	0	0	19.922
HPSE2	-1.209	0.611	-7.637	0	0	19.921
NRXN1	-0.751	0.352	-7.637	0	0	19.919
HPS4	0.81	3.239	7.636	0	0	19.912
RNF138	0.802	4.453	7.632	0	0	19.889
KLF16	1.053	5.372	7.631	0	0	19.882
RSPO2	-1.305	0.91	-7.627	0	0	19.851
KIAA0930	0.871	4.435	7.626	0	0	19.85
VPS26A	0.742	5.692	7.625	0	0	19.839
CLCN2	1.316	3.348	7.623	0	0	19.824
LAMB1	1.271	5.635	7.622	0	0	19.823
ENY2	0.701	4.27	7.62	0	0	19.806
TMEM35A	-1.716	1.228	-7.619	0	0	19.804
LSM12	0.814	3.974	7.619	0	0	19.801
UTP11	0.606	4.555	7.619	0	0	19.8
BIRC2	0.798	5.073	7.618	0	0	19.795
PHF12	0.748	3.876	7.617	0	0	19.788
USP45	0.782	2.366	7.616	0	0	19.781
HAVCR2	1.439	2.997	7.616	0	0	19.779
MED19	0.68	4.691	7.616	0	0	19.779
WRN	0.972	3.145	7.616	0	0	19.778
RCE1	0.868	4.456	7.614	0	0	19.767
CCNT2	0.832	3.493	7.614	0	0	19.767
GPM6B	-1.39	1.808	-7.613	0	0	19.762
HPGD	-2.261	4.216	-7.613	0	0	19.759
NDRG3	0.87	5.489	7.612	0	0	19.753
UNG	0.965	5.294	7.611	0	0	19.748
ZNF335	0.85	3.849	7.609	0	0	19.738
ARL5B	1.108	4.424	7.609	0	0	19.737
CAPN15	1.101	5.096	7.609	0	0	19.732
PHIP	0.925	4.259	7.608	0	0	19.731
PHB	0.847	6.049	7.607	0	0	19.724
TBC1D10B	0.768	4.744	7.607	0	0	19.719
MYO5C	1.249	3.933	7.607	0	0	19.719
POFUT1	1.218	5.366	7.605	0	0	19.707
ASB7	0.837	3.335	7.605	0	0	19.706
ERMARD	0.79	2.937	7.604	0	0	19.7
EXOSC4	0.926	5.048	7.601	0	0	19.685
ACTR3	0.657	5.734	7.599	0	0	19.668
SLC25A19	0.856	2.755	7.598	0	0	19.663
CLDN3	3.595	6.917	7.597	0	0	19.657
KIF5B	0.946	6.925	7.596	0	0	19.65
ARHGAP12	1.015	4.841	7.596	0	0	19.648
POLM	0.768	3.983	7.594	0	0	19.635
ZSCAN5A	0.607	1.508	7.593	0	0	19.63
TRIT1	0.753	3.649	7.592	0	0	19.624
TIGD2	0.846	3.049	7.591	0	0	19.614
REST	0.8	4.285	7.59	0	0	19.609
ZNF593	0.769	2.817	7.586	0	0	19.586
TELO2	0.901	4.422	7.584	0	0	19.571
KIF12	1.869	3.749	7.583	0	0	19.567
GPR89B	0.595	1.488	7.582	0	0	19.555
PCNX3	1.033	5.278	7.582	0	0	19.555
NAA35	0.804	3.907	7.581	0	0	19.553
GOSR1	0.711	4.07	7.581	0	0	19.55
STK36	0.945	3.267	7.579	0	0	19.537
COL5A1	1.871	6.029	7.578	0	0	19.533
CLDN12	1.266	4.638	7.575	0	0	19.513
METTL3	0.75	3.449	7.572	0	0	19.494
C10orf95	1.005	2.029	7.572	0	0	19.491
GUF1	0.874	4.631	7.571	0	0	19.486
CXCL9	2.802	5.288	7.571	0	0	19.485
GON4L	0.825	3.364	7.571	0	0	19.483
CUL2	0.773	4.339	7.57	0	0	19.482
TRIM31	2.304	4.875	7.569	0	0	19.474
INTS9	0.758	3.565	7.569	0	0	19.472
CKLF-CMTM1	0.613	0.95	7.568	0	0	19.466
PAIP1	0.813	5.506	7.568	0	0	19.464
TNFSF15	1.334	2.791	7.562	0	0	19.43
HBA1	-1.929	2.232	-7.562	0	0	19.426
GLT8D1	0.677	4.564	7.56	0	0	19.413
CHODL	-0.985	0.564	-7.559	0	0	19.41
SPINDOC	1.078	4.158	7.558	0	0	19.403
DYRK2	0.99	4.33	7.558	0	0	19.401
SFI1	0.863	2.617	7.558	0	0	19.4
SP1	0.815	5.828	7.558	0	0	19.398
SS18L2	0.695	4.85	7.557	0	0	19.393
ZBTB16	-1.64	1.299	-7.556	0	0	19.39
AGAP6	1.05	2.814	7.554	0	0	19.372
TOR1A	0.685	4.719	7.553	0	0	19.365
JPT1	1.228	6.368	7.551	0	0	19.357
IFT52	0.823	4.558	7.551	0	0	19.356
CDC23	0.793	4.262	7.551	0	0	19.353
PRDX4	0.927	6.704	7.55	0	0	19.345
TNFRSF25	1.345	2.963	7.548	0	0	19.337
ANKMY1	0.613	1.845	7.548	0	0	19.335
DNAAF2	0.678	3.736	7.547	0	0	19.329
OCLM	0.851	1.348	7.546	0	0	19.324
GSS	0.921	6.108	7.546	0	0	19.323
SEC23IP	0.764	4.57	7.545	0	0	19.318
ZMPSTE24	0.757	5.652	7.544	0	0	19.312
XPO7	0.849	5.146	7.544	0	0	19.31
TLK2	0.709	3.358	7.544	0	0	19.307
SH3BP4	1.134	5.465	7.543	0	0	19.305
NUP62CL	1.425	2.194	7.541	0	0	19.288
CEP76	0.829	2.287	7.54	0	0	19.286
UBA6	0.966	3.579	7.538	0	0	19.271
GPR107	0.941	4.938	7.537	0	0	19.264
MMS19	0.761	4.692	7.536	0	0	19.258
VPS54	0.782	4.374	7.535	0	0	19.251
CMA1	-1.262	0.78	-7.534	0	0	19.246
XXYLT1	0.899	3.468	7.534	0	0	19.244
SPPL2B	0.854	4.436	7.533	0	0	19.24
RAB11FIP4	1.049	3.2	7.53	0	0	19.217
FBL	0.922	7.112	7.53	0	0	19.217
ARMC1	0.728	4.947	7.529	0	0	19.213
HSPA4	0.874	5.763	7.528	0	0	19.207
ZFC3H1	0.909	3.553	7.528	0	0	19.203
NR6A1	0.99	1.684	7.527	0	0	19.197
CCAR2	0.835	4.805	7.527	0	0	19.195
ACLY	1.096	6.279	7.526	0	0	19.189
EP400	0.904	3.72	7.526	0	0	19.189
METTL15	0.666	2.766	7.524	0	0	19.178
PSMA2	0.817	3.946	7.523	0	0	19.171
NOS1	-0.77	0.352	-7.523	0	0	19.17
TAFA4	-1.596	0.667	-7.522	0	0	19.167
AMMECR1L	0.742	3.944	7.521	0	0	19.162
KRT8	1.754	9.589	7.521	0	0	19.161
CBLIF	-3.371	1.893	-7.521	0	0	19.16
HNRNPDL	0.748	6.21	7.521	0	0	19.157
ZSCAN29	0.803	3.344	7.52	0	0	19.153
COMMD4	0.638	4.047	7.52	0	0	19.151
SORCS1	-0.748	0.434	-7.519	0	0	19.143
ZC3HAV1L	1.262	3.668	7.518	0	0	19.138
BMI1	0.83	4.887	7.517	0	0	19.136
PHTF2	0.86	2.895	7.517	0	0	19.131
ANKRD17	0.802	4.891	7.516	0	0	19.126
TCEA1	0.834	5.431	7.515	0	0	19.123
LRRC61	1.068	4.374	7.515	0	0	19.119
MKS1	0.704	2.947	7.514	0	0	19.114
AQR	0.785	3.725	7.514	0	0	19.112
TCF7L2	0.829	5.164	7.514	0	0	19.11
PCNX4	0.667	2.446	7.513	0	0	19.11
CEPT1	0.707	3.085	7.513	0	0	19.108
MICU2	0.752	4.748	7.512	0	0	19.1
ZRANB3	0.633	1.389	7.51	0	0	19.087
ALKBH8	0.716	2.389	7.509	0	0	19.083
QSER1	1.085	3.732	7.509	0	0	19.079
ATP6V1A	0.915	5.147	7.509	0	0	19.079
F2RL2	1.768	3.6	7.508	0	0	19.074
LRRCC1	0.991	3.738	7.507	0	0	19.065
TRAF3	0.861	3.774	7.506	0	0	19.064
RCN3	1.523	5.311	7.505	0	0	19.054
FBXO28	0.754	4.483	7.504	0	0	19.05
RNASEH1	0.705	4.203	7.504	0	0	19.049
RTN4R	1.33	2.915	7.503	0	0	19.039
CERKL	1.018	2.578	7.502	0	0	19.038
PCMTD2	1.095	4.383	7.502	0	0	19.037
SMARCAL1	0.666	3.58	7.5	0	0	19.02
HARBI1	0.618	2.296	7.5	0	0	19.019
ZNF232	0.805	2.93	7.499	0	0	19.018
SLC9A8	0.969	4.256	7.498	0	0	19.01
CAND1	0.967	4.598	7.496	0	0	18.997
EBPL	0.93	5.579	7.493	0	0	18.975
CERS2	0.937	6.395	7.49	0	0	18.956
MAP3K7	0.766	3.89	7.489	0	0	18.954
MAN1B1	0.812	4.139	7.488	0	0	18.943
TRMT5	0.679	3.115	7.487	0	0	18.941
GTF3C4	0.992	3.86	7.486	0	0	18.932
TRMT11	0.855	3.816	7.486	0	0	18.929
FAM220A	0.685	4.088	7.485	0	0	18.923
CDC5L	0.876	4.598	7.483	0	0	18.915
DCAF15	0.815	4.704	7.483	0	0	18.912
TMEM251	0.607	4.236	7.482	0	0	18.907
SDE2	0.792	4.338	7.479	0	0	18.889
BTBD1	0.814	5.459	7.477	0	0	18.875
GKN1	-5.542	3.928	-7.476	0	0	18.867
DTD2	0.761	3.631	7.476	0	0	18.864
NARS	0.841	6.633	7.475	0	0	18.863
CCDC57	0.749	2.564	7.475	0	0	18.861
IRF2BP2	0.872	7.015	7.475	0	0	18.859
HM13	0.88	5.583	7.473	0	0	18.845
COMMD3	0.671	3.692	7.47	0	0	18.83
NTMT1	0.795	3.63	7.47	0	0	18.829
SCARB1	1.291	4.378	7.468	0	0	18.817
TDRKH	1.06	2.702	7.467	0	0	18.807
GINS3	0.86	2.244	7.466	0	0	18.801
ATF6	0.748	4.755	7.464	0	0	18.791
WTAP	0.607	4.878	7.463	0	0	18.783
AREL1	0.882	4.021	7.463	0	0	18.782
SNRNP200	0.992	6.033	7.462	0	0	18.779
KLHL17	1.019	2.66	7.462	0	0	18.775
NEFL	-1.096	0.507	-7.461	0	0	18.77
KDM5A	0.763	3.96	7.46	0	0	18.762
VBP1	0.809	5.387	7.457	0	0	18.747
MANBA	0.839	3.285	7.457	0	0	18.741
TARS	0.893	5.37	7.456	0	0	18.735
PIGX	0.716	3.938	7.455	0	0	18.728
RINT1	0.845	3.87	7.454	0	0	18.725
SLC4A11	1.936	3.243	7.452	0	0	18.714
CPSF4	0.886	3.745	7.452	0	0	18.71
C21orf58	0.858	1.924	7.451	0	0	18.702
SEC61G	1.109	6.334	7.45	0	0	18.698
CACUL1	0.77	3.809	7.45	0	0	18.696
TRIB3	2.016	3.987	7.446	0	0	18.675
GTPBP10	0.874	2.886	7.446	0	0	18.674
B4GALT7	0.683	3.857	7.445	0	0	18.667
CHERP	0.899	5.015	7.444	0	0	18.66
RIN2	0.992	4.939	7.444	0	0	18.658
VPS33B	0.672	3.431	7.443	0	0	18.656
TOR3A	0.834	4.787	7.442	0	0	18.648
CARD10	1.229	4.484	7.442	0	0	18.646
DDI2	0.868	3.544	7.439	0	0	18.628
PDCL	0.663	4.132	7.439	0	0	18.626
ZNF749	0.832	2.367	7.438	0	0	18.621
HOXA11	1.903	1.867	7.437	0	0	18.617
CBR1	-1.176	5.328	-7.436	0	0	18.608
MAP3K13	0.78	3.633	7.436	0	0	18.605
CEP192	0.948	3.206	7.435	0	0	18.598
WASHC1	0.814	3.111	7.434	0	0	18.597
HCFC1	1.086	5.864	7.432	0	0	18.581
PRR15L	1.829	6.841	7.431	0	0	18.578
MSL2	0.807	4.345	7.431	0	0	18.577
RNF32	0.847	1.476	7.429	0	0	18.564
UCHL5	0.722	3.769	7.428	0	0	18.556
DCUN1D1	0.766	3.61	7.428	0	0	18.554
PYGM	-1.542	1.236	-7.427	0	0	18.551
PGA3	-3.735	1.623	-7.426	0	0	18.545
FPGT	0.672	3.209	7.426	0	0	18.541
NPHP4	0.928	2.087	7.424	0	0	18.53
FAR2	1.394	3.424	7.424	0	0	18.527
PDXK	0.973	4.928	7.423	0	0	18.525
DRAM1	1.203	4.311	7.423	0	0	18.523
TOMM70	0.766	5.377	7.423	0	0	18.523
ZNF318	1.014	3.84	7.421	0	0	18.514
RB1	0.988	5.262	7.421	0	0	18.51
LGALS9C	-1.56	1.343	-7.42	0	0	18.504
PTK7	1.724	4.112	7.42	0	0	18.503
COG3	0.819	4.202	7.419	0	0	18.496
CLCN7	0.952	4.289	7.416	0	0	18.476
LNPK	0.687	3.756	7.414	0	0	18.468
SLC39A9	0.811	5.106	7.412	0	0	18.456
DOCK5	1.143	3.468	7.411	0	0	18.449
MSX2	1.777	3.635	7.411	0	0	18.449
FBXO33	0.601	3.894	7.411	0	0	18.444
SRRM1	0.856	5.44	7.409	0	0	18.436
STRBP	0.796	3.683	7.409	0	0	18.432
TOR1B	0.854	5.054	7.408	0	0	18.429
SLAMF8	1.633	3.596	7.407	0	0	18.418
PPIG	0.726	5.052	7.406	0	0	18.412
NUP54	0.721	4.508	7.405	0	0	18.411
RPUSD2	0.684	3.254	7.405	0	0	18.408
MBTD1	0.793	3.336	7.405	0	0	18.405
CSGALNACT2	1.036	4.3	7.405	0	0	18.405
SLX4	0.78	2.475	7.404	0	0	18.404
IFI6	2.028	9.047	7.404	0	0	18.404
IREB2	0.865	3.925	7.404	0	0	18.403
EBAG9	0.657	4.341	7.401	0	0	18.382
CEP170	1.047	2.737	7.401	0	0	18.382
TAF1C	0.812	3.968	7.4	0	0	18.374
GMIP	1.056	4.808	7.396	0	0	18.351
SRGAP1	0.847	2.106	7.394	0	0	18.334
BIVM	0.753	3.046	7.393	0	0	18.33
FOXK2	0.813	4.277	7.392	0	0	18.326
LASP1	1.032	7.031	7.391	0	0	18.317
INTS10	0.896	4.29	7.389	0	0	18.306
EIF2S1	0.754	4.922	7.389	0	0	18.306
PIGA	0.852	3.204	7.389	0	0	18.304
CREG1	0.757	7.167	7.388	0	0	18.3
TMEM168	0.939	3.847	7.388	0	0	18.298
TUBA1C	1.055	6.834	7.388	0	0	18.297
FNTA	0.768	3.876	7.388	0	0	18.296
BTN3A2	1.057	4.483	7.387	0	0	18.294
ERH	0.744	7.016	7.385	0	0	18.282
SCAMP4	0.729	5.065	7.385	0	0	18.28
UCHL3	0.898	4.087	7.385	0	0	18.278
DHX57	0.752	3.035	7.384	0	0	18.275
LARS	0.786	4.948	7.384	0	0	18.272
NPLOC4	0.786	5.062	7.384	0	0	18.272
METAP1D	0.745	2.276	7.384	0	0	18.272
LPGAT1	1.039	4.552	7.383	0	0	18.268
E4F1	0.688	3.412	7.382	0	0	18.26
ZG16	-1.511	0.67	-7.381	0	0	18.254
CLBA1	0.774	2.336	7.38	0	0	18.245
DNASE2	0.841	5.954	7.379	0	0	18.239
EEF1AKMT2	0.692	2.769	7.378	0	0	18.232
RNPEP	0.886	6.463	7.376	0	0	18.219
ZCCHC7	0.733	3.863	7.373	0	0	18.205
STRAP	0.8	6.723	7.373	0	0	18.203
ERCC2	0.789	3.4	7.373	0	0	18.202
PILRB	1.099	1.885	7.371	0	0	18.19
PRSS22	1.984	4.611	7.371	0	0	18.189
GCC2	0.973	4.075	7.369	0	0	18.176
SMUG1	0.697	3.672	7.366	0	0	18.158
LRP5L	0.771	1.871	7.365	0	0	18.148
PARG	0.81	3.546	7.364	0	0	18.147
WAPL	0.872	4.643	7.362	0	0	18.133
TXLNA	0.799	5.112	7.362	0	0	18.132
TMEM67	0.802	1.896	7.358	0	0	18.107
OGFR	0.897	5.24	7.357	0	0	18.102
CYBC1	0.789	4.483	7.355	0	0	18.084
NELFA	0.759	4.092	7.353	0	0	18.072
AAAS	0.683	4.693	7.352	0	0	18.07
CBLC	1.603	6.19	7.352	0	0	18.065
EDRF1	0.802	2.585	7.351	0	0	18.06
HIP1	1.117	3.837	7.351	0	0	18.059
AMPD1	-1.043	0.763	-7.351	0	0	18.058
HOXB7	1.71	4.705	7.35	0	0	18.056
U2AF2	0.777	6.569	7.346	0	0	18.029
S100PBP	0.711	2.792	7.345	0	0	18.025
NUDT21	0.798	5.312	7.344	0	0	18.018
SND1	0.791	6.38	7.343	0	0	18.008
CCDC142	0.778	2.455	7.342	0	0	18.003
AIMP2	0.834	5.028	7.342	0	0	18.001
RAB19	1.387	2.752	7.342	0	0	18
IGSF11	-0.871	0.568	-7.342	0	0	18
STAM	0.71	4.616	7.341	0	0	17.999
MGRN1	0.813	4.966	7.341	0	0	17.997
FCGR2A	1.535	4.191	7.34	0	0	17.993
LRRC14	0.807	3.709	7.339	0	0	17.987
HERC4	0.72	2.862	7.339	0	0	17.983
PSMD5	0.781	4.968	7.338	0	0	17.978
SLITRK3	-0.729	0.331	-7.338	0	0	17.975
LSM6	0.673	3.837	7.337	0	0	17.968
PDCD5	0.897	5.594	7.337	0	0	17.968
SNU13	0.618	6.355	7.335	0	0	17.957
HLF	-1.632	1.579	-7.334	0	0	17.953
SPR	1.001	5.992	7.334	0	0	17.949
LOX	1.543	3.981	7.333	0	0	17.948
SKA2	0.789	4.919	7.332	0	0	17.94
UBR5	0.964	4.588	7.332	0	0	17.937
PIDD1	0.859	3.151	7.331	0	0	17.934
LAMB3	1.822	6.558	7.33	0	0	17.929
ENO1	1.054	8.775	7.327	0	0	17.91
COMMD7	0.781	5.638	7.327	0	0	17.906
KLF5	1.651	7.659	7.326	0	0	17.903
TRABD	0.892	5.665	7.324	0	0	17.885
SLF2	0.885	3.174	7.322	0	0	17.878
NCR3LG1	1.475	2.639	7.322	0	0	17.877
FAM117B	0.955	3.552	7.322	0	0	17.873
SMG1	0.995	3.893	7.321	0	0	17.871
ALG1	0.792	3.851	7.32	0	0	17.863
EIF2S3	0.89	7.069	7.319	0	0	17.858
ACBD5	1	4.951	7.319	0	0	17.854
ANKRD35	-1.259	1.537	-7.319	0	0	17.854
ABHD13	0.708	3.753	7.315	0	0	17.832
USP2	-1.29	1.639	-7.313	0	0	17.818
INTS1	0.992	5.738	7.311	0	0	17.803
MED12	0.9	4.899	7.311	0	0	17.802
RSL1D1	0.74	5.971	7.307	0	0	17.782
MCTP2	1.013	2.452	7.307	0	0	17.781
ANGEL1	0.81	3.907	7.307	0	0	17.78
NPAT	0.838	3.342	7.306	0	0	17.773
PRKD2	0.816	5.07	7.306	0	0	17.771
IQCC	0.669	2.225	7.303	0	0	17.752
TMEM186	0.645	3.308	7.302	0	0	17.75
NCOA5	0.803	5.085	7.302	0	0	17.746
PARS2	0.77	3.19	7.302	0	0	17.745
DDX51	0.763	3.351	7.297	0	0	17.719
ONECUT2	2.081	3.049	7.297	0	0	17.718
MBD4	0.689	4.638	7.297	0	0	17.716
NKAPD1	0.625	3.805	7.297	0	0	17.716
TADA2A	0.723	2.921	7.297	0	0	17.713
BRCC3	0.88	4.89	7.294	0	0	17.696
ZNF69	1.161	2.609	7.292	0	0	17.685
PIWIL4	1.14	2.528	7.288	0	0	17.657
NCOA7	1.163	5.395	7.283	0	0	17.624
BZW1	0.787	5.124	7.281	0	0	17.617
MOCS3	0.843	2.94	7.281	0	0	17.615
INO80D	0.796	3.016	7.281	0	0	17.614
NECTIN2	1.132	7.063	7.281	0	0	17.612
DNAJA3	0.762	4.419	7.28	0	0	17.607
IRF9	0.87	2.527	7.279	0	0	17.602
PRMT1	0.841	5.712	7.279	0	0	17.6
PRMT7	0.615	2.984	7.278	0	0	17.598
ADAMTS7	1.148	2.437	7.276	0	0	17.581
SH2D3A	1.019	3.625	7.275	0	0	17.577
TLR2	1.212	2.832	7.274	0	0	17.572
POMGNT1	0.745	4.521	7.273	0	0	17.565
EPB41L5	0.799	3.164	7.272	0	0	17.557
USP7	0.792	5.395	7.272	0	0	17.556
PGP	0.788	4.685	7.272	0	0	17.555
CRCP	0.802	4.868	7.271	0	0	17.552
SPATS2	0.715	3.416	7.271	0	0	17.549
PDZRN4	-1.752	1.1	-7.27	0	0	17.547
BET1L	0.716	5.415	7.269	0	0	17.54
S100B	-1.542	2.477	-7.268	0	0	17.531
MTX1	0.738	3.995	7.265	0	0	17.514
DDX39B	1.132	4.468	7.264	0	0	17.503
GTF2H1	0.634	3.922	7.263	0	0	17.502
CLTA	0.747	7.182	7.262	0	0	17.491
STXBP3	0.703	4.356	7.261	0	0	17.489
HSPBP1	0.889	5.914	7.261	0	0	17.485
BATF	1.427	4.269	7.26	0	0	17.482
PCNX2	0.911	2.18	7.26	0	0	17.48
TMEM161A	0.832	4.576	7.258	0	0	17.471
ZBTB1	0.74	3.936	7.258	0	0	17.471
SUGP2	0.915	3.836	7.258	0	0	17.469
DDOST	0.838	7.715	7.258	0	0	17.468
PLCH1	1.2	2.403	7.258	0	0	17.467
HCCS	0.666	5.047	7.257	0	0	17.464
PPP1R14B	0.933	6.758	7.257	0	0	17.462
OSGEP	0.592	3.573	7.257	0	0	17.46
ARFGEF2	1.022	5.02	7.255	0	0	17.45
DNTTIP2	0.648	4.108	7.255	0	0	17.448
URB1	1.018	3.55	7.254	0	0	17.445
GRK2	0.911	5.99	7.254	0	0	17.444
ATG4C	0.623	3.359	7.254	0	0	17.44
GTF3C5	0.841	5.224	7.253	0	0	17.438
TNFRSF4	1.188	2.944	7.253	0	0	17.435
MTMR14	0.678	4.213	7.251	0	0	17.426
PRPF39	0.782	3.533	7.251	0	0	17.421
SPSB2	0.944	3.282	7.249	0	0	17.412
STAG2	0.816	5.293	7.249	0	0	17.41
SNX27	0.846	4.284	7.247	0	0	17.4
PPP3CA	0.841	5.04	7.246	0	0	17.395
MPZ	-1.24	1.567	-7.245	0	0	17.383
LARS2	0.931	3.668	7.242	0	0	17.367
TBCD	0.785	3.863	7.242	0	0	17.366
TEX30	1.005	3.03	7.241	0	0	17.358
UBAC2	0.785	5.186	7.24	0	0	17.356
MED23	0.774	3.845	7.24	0	0	17.351
OSMR	1.504	4.732	7.239	0	0	17.346
STX3	1.099	4.94	7.238	0	0	17.342
PCOLCE2	-1.296	1.103	-7.238	0	0	17.339
SUPT5H	0.743	5.404	7.237	0	0	17.333
CSNK1G2	0.769	5.635	7.236	0	0	17.326
SUPT20H	0.798	3.554	7.234	0	0	17.315
KRT1	-1.203	0.475	-7.233	0	0	17.311
EIF6	0.885	7.836	7.231	0	0	17.295
TBX19	0.698	1.658	7.229	0	0	17.286
CREB1	0.703	3.745	7.228	0	0	17.281
HYOU1	1.123	6.056	7.228	0	0	17.277
TWF1	0.84	6.177	7.227	0	0	17.274
KIFC2	1.18	3.367	7.227	0	0	17.271
IMP3	0.608	5.103	7.227	0	0	17.269
RIC8B	0.696	2.714	7.226	0	0	17.265
CBX2	1.674	2.294	7.225	0	0	17.259
KCNE3	1.953	5.491	7.224	0	0	17.252
P2RY14	-1.509	2.325	-7.224	0	0	17.251
TPD52L2	0.822	6.088	7.223	0	0	17.249
ATXN7L3	0.798	5.125	7.22	0	0	17.227
AGTPBP1	0.876	3.323	7.218	0	0	17.215
ST7	0.735	3.826	7.218	0	0	17.213
FMR1	0.882	3.882	7.216	0	0	17.202
PTPN9	0.754	4.02	7.216	0	0	17.202
DDR1	1.243	6.287	7.216	0	0	17.201
SLC11A1	1.193	1.951	7.215	0	0	17.198
H2AFZ	0.888	7.099	7.215	0	0	17.196
RTN3	0.744	6.012	7.215	0	0	17.195
REEP4	1.1	5.407	7.215	0	0	17.194
RNF20	0.671	4.794	7.214	0	0	17.19
PIGG	0.769	3.152	7.214	0	0	17.19
TLNRD1	0.896	5.057	7.214	0	0	17.187
DHX8	0.819	4.187	7.214	0	0	17.187
KTN1	0.828	4.686	7.213	0	0	17.181
TMEM208	0.735	5.359	7.211	0	0	17.173
PTPN11	0.928	5.626	7.211	0	0	17.172
GPR176	1.133	2.368	7.211	0	0	17.171
SPOCD1	0.801	1.051	7.211	0	0	17.169
KIAA1549	1.239	2.333	7.209	0	0	17.158
RSRP1	0.952	3.694	7.209	0	0	17.155
PRPS1	0.911	5.099	7.207	0	0	17.146
ERGIC3	0.775	6.707	7.206	0	0	17.142
C6orf62	0.734	6.353	7.205	0	0	17.132
CCNE1	1.986	3.541	7.205	0	0	17.13
EXOSC7	0.616	3.459	7.203	0	0	17.123
TMED5	0.778	4.508	7.203	0	0	17.119
ZC3H18	0.738	4.01	7.203	0	0	17.117
SELENOH	0.683	5.52	7.202	0	0	17.116
FXR1	0.786	4.131	7.201	0	0	17.109
ZNF184	0.774	3.104	7.201	0	0	17.107
COASY	0.853	5.456	7.201	0	0	17.106
ANAPC4	0.672	3.015	7.201	0	0	17.105
RHBDF1	0.94	4.303	7.199	0	0	17.096
SLC35F2	1.294	4.03	7.199	0	0	17.093
CEP250	0.942	3.079	7.199	0	0	17.092
POMT2	0.701	2.404	7.198	0	0	17.088
TNRC18	1.129	6.077	7.198	0	0	17.087
ZNF451	0.803	2.813	7.197	0	0	17.081
WDR24	0.734	3.475	7.196	0	0	17.078
FHL1	-2.429	4.659	-7.193	0	0	17.057
THOP1	0.868	3.962	7.193	0	0	17.056
TAF6L	0.619	3.477	7.193	0	0	17.055
SRC	1.04	5.993	7.193	0	0	17.054
CCT7	0.767	7.076	7.193	0	0	17.054
ERBB3	1.326	6.41	7.191	0	0	17.046
MAP3K1	1.032	3.864	7.191	0	0	17.041
ERI2	0.77	2.888	7.19	0	0	17.037
PPP5C	0.773	4.607	7.188	0	0	17.023
PLXND1	1.297	5.02	7.186	0	0	17.014
PAPOLG	0.669	3.019	7.186	0	0	17.011
RCL1	0.801	2.928	7.184	0	0	16.999
CSNK2A2	0.695	4.654	7.183	0	0	16.992
ZNF706	0.648	4.894	7.181	0	0	16.984
RPA2	0.707	5.283	7.181	0	0	16.983
DDRGK1	0.798	6.042	7.181	0	0	16.982
PEX13	0.614	4.124	7.18	0	0	16.973
SLC19A1	1.027	2.765	7.179	0	0	16.968
CXCL10	2.495	5.163	7.179	0	0	16.967
ZNF189	0.832	4.014	7.177	0	0	16.956
FOXP4	1.125	6.41	7.177	0	0	16.955
PSMD3	1.149	6.224	7.176	0	0	16.948
SEPTIN8	0.787	4.436	7.175	0	0	16.944
